time	XOutVar(1)	XOutVar(2)	XOutVar(3)	Y(1)	Y(2)	Y(3)	Z(1)	Z(2)	Z(3)
27139.33333	0.994522	-0.994522	-0.996172	0.186	0.20181	0.21824	0.93	0.961	0.992
27139.375	0.987688	-0.987688	-0.995763	0.414	0.44919	0.48576	2.07	2.139	2.208
27139.41667	0.978148	-0.978148	-0.995332	0.594	0.64449	0.69696	2.97	3.069	3.168
27139.45833	0.965926	-0.965926	-0.99488	0.726	0.78771	0.85184	3.63	3.751	3.872
27139.5	0.951057	-0.951057	-0.994408	0.816	0.88536	0.95744	4.08	4.216	4.352
27139.54167	0.93358	-0.93358	-0.993915	0.858	0.93093	1.00672	4.29	4.433	4.576
27139.58333	0.913545	-0.913545	-0.993402	0.864	0.93744	1.01376	4.32	4.464	4.608
27139.625	0.891007	-0.891007	-0.992867	0.798	0.86583	0.93632	3.99	4.123	4.256
27139.66667	0.866025	-0.866025	-0.992312	0.618	0.67053	0.72512	3.09	3.193	3.296
27139.70833	0.838671	-0.838671	-0.991737	0.426	0.46221	0.49984	2.13	2.201	2.272
27139.75	0.809017	-0.809017	-0.99114	0.426	0.46221	0.49984	2.13	2.201	2.272
27139.79167	0.777146	-0.777146	-0.990523	0.396	0.42966	0.46464	1.98	2.046	2.112
27139.83333	0.743145	-0.743145	-0.989885	0.39	0.42315	0.4576	1.95	2.015	2.08
27139.875	0.707107	-0.707107	-0.989226	0.354	0.38409	0.41536	1.77	1.829	1.888
27139.91667	0.669131	-0.669131	-0.988547	0.342	0.37107	0.40128	1.71	1.767	1.824
27139.95833	0.62932	-0.62932	-0.987847	0.336	0.36456	0.39424	1.68	1.736	1.792
27140	0.587785	-0.587785	-0.987127	0.318	0.34503	0.37312	1.59	1.643	1.696
27140.04167	0.544639	-0.544639	-0.986385	0.288	0.31248	0.33792	1.44	1.488	1.536
27140.08333	0.5	-0.5	-0.985624	0.258	0.27993	0.30272	1.29	1.333	1.376
27140.125	0.45399	-0.45399	-0.984841	0.204	0.22134	0.23936	1.02	1.054	1.088
27140.16667	0.406737	-0.406737	-0.984038	0.168	0.18228	0.19712	0.84	0.868	0.896
27140.20833	0.358368	-0.358368	-0.983215	0.156	0.16926	0.18304	0.78	0.806	0.832
27140.25	0.309017	-0.309017	-0.982371	0.132	0.14322	0.15488	0.66	0.682	0.704
27140.29167	0.258819	-0.258819	-0.981507	0.132	0.14322	0.15488	0.66	0.682	0.704
27140.33333	0.207912	-0.207912	-0.980622	0.144	0.15624	0.16896	0.72	0.744	0.768
27140.375	0.156434	-0.156434	-0.979716	0.156	0.16926	0.18304	0.78	0.806	0.832
27140.41667	0.104528	-0.104528	-0.97879	0.192	0.20832	0.22528	0.96	0.992	1.024
27140.45833	0.052336	-0.052336	-0.977844	0.24	0.2604	0.2816	1.2	1.24	1.28
27140.5	2.05775E-14	-3.13581E-14	-0.976878	0.282	0.30597	0.33088	1.41	1.457	1.504
27140.54167	-0.052336	0.052336	-0.97589	0.336	0.36456	0.39424	1.68	1.736	1.792
27140.58333	-0.104528	0.104528	-0.974883	0.402	0.43617	0.47168	2.01	2.077	2.144
27140.625	-0.156434	0.156434	-0.973855	0.474	0.51429	0.55616	2.37	2.449	2.528
27140.66667	-0.207912	0.207912	-0.972807	0.54	0.5859	0.6336	2.7	2.79	2.88
27140.70833	-0.258819	0.258819	-0.971739	0.582	0.63147	0.68288	2.91	3.007	3.104
27140.75	-0.309017	0.309017	-0.97065	0.564	0.61194	0.66176	2.82	2.914	3.008
27140.79167	-0.358368	0.358368	-0.969541	0.576	0.62496	0.67584	2.88	2.976	3.072
27140.83333	-0.406737	0.406737	-0.968412	0.492	0.53382	0.57728	2.46	2.542	2.624
27140.875	-0.45399	0.45399	-0.967262	0.318	0.34503	0.37312	1.59	1.643	1.696
27140.91667	-0.5	0.5	-0.966092	0.186	0.20181	0.21824	0.93	0.961	0.992
27140.95833	-0.544639	0.544639	-0.964903	0.15	0.16275	0.176	0.75	0.775	0.8
27141	-0.587785	0.587785	-0.963692	0.108	0.11718	0.12672	0.54	0.558	0.576
27141.04167	-0.62932	0.62932	-0.962462	0.072	0.07812	0.08448	0.36	0.372	0.384
27141.08333	-0.669131	0.669131	-0.961212	0.072	0.07812	0.08448	0.36	0.372	0.384
27141.125	-0.707107	0.707107	-0.959942	0.078	0.08463	0.09152	0.39	0.403	0.416
27141.16667	-0.743145	0.743145	-0.958651	0.084	0.09114	0.09856	0.42	0.434	0.448
27141.20833	-0.777146	0.777146	-0.957341	0.06	0.0651	0.0704	0.3	0.31	0.32
27141.25	-0.809017	0.809017	-0.956011	0.03	0.03255	0.0352	0.15	0.155	0.16
27141.29167	-0.838671	0.838671	-0.95466	0.018	0.01953	0.02112	0.09	0.093	0.096
27141.33333	-0.866025	0.866025	-0.953291	0.264	0.28644	0.30976	1.32	1.364	1.408
27141.375	-0.891007	0.891007	-0.9519	0.402	0.43617	0.47168	2.01	2.077	2.144
27141.41667	-0.913545	0.913545	-0.95049	0.642	0.69657	0.75328	3.21	3.317	3.424
27141.45833	-0.93358	0.93358	-0.949061	0.732	0.79422	0.85888	3.66	3.782	3.904
27141.5	-0.951057	0.951057	-0.947611	0.792	0.85932	0.92928	3.96	4.092	4.224
27141.54167	-0.965926	0.965926	-0.946141	0.852	0.92442	0.99968	4.26	4.402	4.544
27141.58333	-0.978148	0.978148	-0.944652	0.906	0.98301	1.06304	4.53	4.681	4.832
27141.625	-0.987688	0.987688	-0.943143	0.936	1.01556	1.09824	4.68	4.836	4.992
27141.66667	-0.994522	0.994522	-0.941614	0.954	1.03509	1.11936	4.77	4.929	5.088
27141.70833	-0.99863	0.99863	-0.940067	0.936	1.01556	1.09824	4.68	4.836	4.992
27141.75	-1	1	-0.938498	0.846	0.91791	0.99264	4.23	4.371	4.512
27141.79167	-0.99863	0.99863	-0.936911	0.696	0.75516	0.81664	3.48	3.596	3.712
27141.83333	-0.994522	0.994522	-0.935304	0.534	0.57939	0.62656	2.67	2.759	2.848
27141.875	-0.987688	0.987688	-0.933677	0.432	0.46872	0.50688	2.16	2.232	2.304
27141.91667	-0.978148	0.978148	-0.932032	0.396	0.42966	0.46464	1.98	2.046	2.112
27141.95833	-0.965926	0.965926	-0.930366	0.396	0.42966	0.46464	1.98	2.046	2.112
27142	-0.951057	0.951057	-0.928681	0.396	0.42966	0.46464	1.98	2.046	2.112
27142.04167	-0.93358	0.93358	-0.926977	0.396	0.42966	0.46464	1.98	2.046	2.112
27142.08333	-0.913545	0.913545	-0.925253	0.384	0.41664	0.45056	1.92	1.984	2.048
27142.125	-0.891007	0.891007	-0.92351	0.366	0.39711	0.42944	1.83	1.891	1.952
27142.16667	-0.866025	0.866025	-0.921748	0.318	0.34503	0.37312	1.59	1.643	1.696
27142.20833	-0.838671	0.838671	-0.919966	0.306	0.33201	0.35904	1.53	1.581	1.632
27142.25	-0.809017	0.809017	-0.918165	0.324	0.35154	0.38016	1.62	1.674	1.728
27142.29167	-0.777146	0.777146	-0.916346	0.354	0.38409	0.41536	1.77	1.829	1.888
27142.33333	-0.743145	0.743145	-0.914506	0.414	0.44919	0.48576	2.07	2.139	2.208
27142.375	-0.707107	0.707107	-0.912648	0.522	0.56637	0.61248	2.61	2.697	2.784
27142.41667	-0.669131	0.669131	-0.910771	0.648	0.70308	0.76032	3.24	3.348	3.456
27142.45833	-0.62932	0.62932	-0.908875	0.762	0.82677	0.89408	3.81	3.937	4.064
27142.5	-0.587785	0.587785	-0.906959	0.876	0.95046	1.02784	4.38	4.526	4.672
27142.54167	-0.544639	0.544639	-0.905026	1.014	1.10019	1.18976	5.07	5.239	5.408
27142.58333	-0.5	0.5	-0.903073	1.104	1.19784	1.29536	5.52	5.704	5.888
27142.625	-0.45399	0.45399	-0.901101	1.248	1.35408	1.46432	6.24	6.448	6.656
27142.66667	-0.406737	0.406737	-0.89911	1.254	1.36059	1.47136	6.27	6.479	6.688
27142.70833	-0.358368	0.358368	-0.897101	1.182	1.28247	1.38688	5.91	6.107	6.304
27142.75	-0.309017	0.309017	-0.895072	1.062	1.15227	1.24608	5.31	5.487	5.664
27142.79167	-0.258819	0.258819	-0.893026	0.936	1.01556	1.09824	4.68	4.836	4.992
27142.83333	-0.207912	0.207912	-0.89096	0.732	0.79422	0.85888	3.66	3.782	3.904
27142.875	-0.156434	0.156434	-0.888876	0.648	0.70308	0.76032	3.24	3.348	3.456
27142.91667	-0.104528	0.104528	-0.886774	0.666	0.72261	0.78144	3.33	3.441	3.552
27142.95833	-0.052336	0.052336	-0.884652	0.648	0.70308	0.76032	3.24	3.348	3.456
27143	-3.13581E-14	-1.47048E-14	-0.882512	0.552	0.59892	0.64768	2.76	2.852	2.944
27143.04167	0.052336	-0.052336	-0.880355	0.468	0.50778	0.54912	2.34	2.418	2.496
27143.08333	0.104528	-0.104528	-0.878178	0.426	0.46221	0.49984	2.13	2.201	2.272
27143.125	0.156434	-0.156434	-0.875983	0.396	0.42966	0.46464	1.98	2.046	2.112
27143.16667	0.207912	-0.207912	-0.87377	0.366	0.39711	0.42944	1.83	1.891	1.952
27143.20833	0.258819	-0.258819	-0.871539	0.318	0.34503	0.37312	1.59	1.643	1.696
27143.25	0.309017	-0.309017	-0.869289	0.312	0.33852	0.36608	1.56	1.612	1.664
27143.29167	0.358368	-0.358368	-0.867022	0.372	0.40362	0.43648	1.86	1.922	1.984
27143.33333	0.406737	-0.406737	-0.864736	0.474	0.51429	0.55616	2.37	2.449	2.528
27143.375	0.45399	-0.45399	-0.862432	0.588	0.63798	0.68992	2.94	3.038	3.136
27143.41667	0.5	-0.5	-0.86011	0.738	0.80073	0.86592	3.69	3.813	3.936
27143.45833	0.544639	-0.544639	-0.85777	0.858	0.93093	1.00672	4.29	4.433	4.576
27143.5	0.587785	-0.587785	-0.855412	0.918	0.99603	1.07712	4.59	4.743	4.896
27143.54167	0.62932	-0.62932	-0.853037	0.948	1.02858	1.11232	4.74	4.898	5.056
27143.58333	0.669131	-0.669131	-0.850644	0.984	1.06764	1.15456	4.92	5.084	5.248
27143.625	0.707107	-0.707107	-0.848232	1.026	1.11321	1.20384	5.13	5.301	5.472
27143.66667	0.743145	-0.743145	-0.845804	1.038	1.12623	1.21792	5.19	5.363	5.536
27143.70833	0.777146	-0.777146	-0.843357	1.038	1.12623	1.21792	5.19	5.363	5.536
27143.75	0.809017	-0.809017	-0.840893	1.032	1.11972	1.21088	5.16	5.332	5.504
27143.79167	0.838671	-0.838671	-0.838412	0.954	1.03509	1.11936	4.77	4.929	5.088
27143.83333	0.866025	-0.866025	-0.835912	0.738	0.80073	0.86592	3.69	3.813	3.936
27143.875	0.891007	-0.891007	-0.833395	0.552	0.59892	0.64768	2.76	2.852	2.944
27143.91667	0.913545	-0.913545	-0.830862	0.48	0.5208	0.5632	2.4	2.48	2.56
27143.95833	0.93358	-0.93358	-0.82831	0.438	0.47523	0.51392	2.19	2.263	2.336
27144	0.951057	-0.951057	-0.825741	0.366	0.39711	0.42944	1.83	1.891	1.952
27144.04167	0.965926	-0.965926	-0.823156	0.312	0.33852	0.36608	1.56	1.612	1.664
27144.08333	0.978148	-0.978148	-0.820552	0.27	0.29295	0.3168	1.35	1.395	1.44
27144.125	0.987688	-0.987688	-0.817932	0.246	0.26691	0.28864	1.23	1.271	1.312
27144.16667	0.994522	-0.994522	-0.815295	0.21	0.22785	0.2464	1.05	1.085	1.12
27144.20833	0.99863	-0.99863	-0.812641	0.192	0.20832	0.22528	0.96	0.992	1.024
27144.25	1	-1	-0.80997	0.222	0.24087	0.26048	1.11	1.147	1.184
27144.29167	0.99863	-0.99863	-0.807282	0.378	0.41013	0.44352	1.89	1.953	2.016
27144.33333	0.994522	-0.994522	-0.804576	0.618	0.67053	0.72512	3.09	3.193	3.296
27144.375	0.987688	-0.987688	-0.801855	0.876	0.95046	1.02784	4.38	4.526	4.672
27144.41667	0.978148	-0.978148	-0.799116	1.086	1.17831	1.27424	5.43	5.611	5.792
27144.45833	0.965926	-0.965926	-0.79636	1.26	1.3671	1.4784	6.3	6.51	6.72
27144.5	0.951057	-0.951057	-0.793589	1.392	1.51032	1.63328	6.96	7.192	7.424
27144.54167	0.93358	-0.93358	-0.7908	1.452	1.57542	1.70368	7.26	7.502	7.744
27144.58333	0.913545	-0.913545	-0.787995	1.524	1.65354	1.78816	7.62	7.874	8.128
27144.625	0.891007	-0.891007	-0.785174	1.572	1.70562	1.84448	7.86	8.122	8.384
27144.66667	0.866025	-0.866025	-0.782336	1.608	1.74468	1.88672	8.04	8.308	8.576
27144.70833	0.838671	-0.838671	-0.779482	1.656	1.79676	1.94304	8.28	8.556	8.832
27144.75	0.809017	-0.809017	-0.776612	1.674	1.81629	1.96416	8.37	8.649	8.928
27144.79167	0.777146	-0.777146	-0.773725	1.548	1.67958	1.81632	7.74	7.998	8.256
27144.83333	0.743145	-0.743145	-0.770822	1.356	1.47126	1.59104	6.78	7.006	7.232
27144.875	0.707107	-0.707107	-0.767904	1.218	1.32153	1.42912	6.09	6.293	6.496
27144.91667	0.669131	-0.669131	-0.764968	1.074	1.16529	1.26016	5.37	5.549	5.728
27144.95833	0.62932	-0.62932	-0.762017	0.996	1.08066	1.16864	4.98	5.146	5.312
27145	0.587785	-0.587785	-0.759051	0.876	0.95046	1.02784	4.38	4.526	4.672
27145.04167	0.544639	-0.544639	-0.756068	0.714	0.77469	0.83776	3.57	3.689	3.808
27145.08333	0.5	-0.5	-0.753069	0.6	0.651	0.704	3	3.1	3.2
27145.125	0.45399	-0.45399	-0.750056	0.516	0.55986	0.60544	2.58	2.666	2.752
27145.16667	0.406737	-0.406737	-0.747026	0.522	0.56637	0.61248	2.61	2.697	2.784
27145.20833	0.358368	-0.358368	-0.74398	0.552	0.59892	0.64768	2.76	2.852	2.944
27145.25	0.309017	-0.309017	-0.74092	0.474	0.51429	0.55616	2.37	2.449	2.528
27145.29167	0.258819	-0.258819	-0.737843	0.6	0.651	0.704	3	3.1	3.2
27145.33333	0.207912	-0.207912	-0.73475	0.912	0.98952	1.07008	4.56	4.712	4.864
27145.375	0.156434	-0.156434	-0.731644	1.146	1.24341	1.34464	5.73	5.921	6.112
27145.41667	0.104528	-0.104528	-0.728521	1.302	1.41267	1.52768	6.51	6.727	6.944
27145.45833	0.052336	-0.052336	-0.725383	1.296	1.40616	1.52064	6.48	6.696	6.912
27145.5	-1.47048E-14	3.92416E-15	-0.722231	1.386	1.50381	1.62624	6.93	7.161	7.392
27145.54167	-0.052336	0.052336	-0.719063	1.398	1.51683	1.64032	6.99	7.223	7.456
27145.58333	-0.104528	0.104528	-0.71588	1.476	1.60146	1.73184	7.38	7.626	7.872
27145.625	-0.156434	0.156434	-0.712683	1.554	1.68609	1.82336	7.77	8.029	8.288
27145.66667	-0.207912	0.207912	-0.70947	1.524	1.65354	1.78816	7.62	7.874	8.128
27145.70833	-0.258819	0.258819	-0.706241	1.434	1.55589	1.68256	7.17	7.409	7.648
27145.75	-0.309017	0.309017	-0.703	1.35	1.46475	1.584	6.75	6.975	7.2
27145.79167	-0.358368	0.358368	-0.699743	1.266	1.37361	1.48544	6.33	6.541	6.752
27145.83333	-0.406737	0.406737	-0.696471	1.14	1.2369	1.3376	5.7	5.89	6.08
27145.875	-0.45399	0.45399	-0.693186	1.02	1.1067	1.1968	5.1	5.27	5.44
27145.91667	-0.5	0.5	-0.689885	0.858	0.93093	1.00672	4.29	4.433	4.576
27145.95833	-0.544639	0.544639	-0.686569	0.678	0.73563	0.79552	3.39	3.503	3.616
27146	-0.587785	0.587785	-0.683241	0.552	0.59892	0.64768	2.76	2.852	2.944
27146.04167	-0.62932	0.62932	-0.679897	0.426	0.46221	0.49984	2.13	2.201	2.272
27146.08333	-0.669131	0.669131	-0.676538	0.306	0.33201	0.35904	1.53	1.581	1.632
27146.125	-0.707107	0.707107	-0.673168	0.21	0.22785	0.2464	1.05	1.085	1.12
27146.16667	-0.743145	0.743145	-0.669781	0.126	0.13671	0.14784	0.63	0.651	0.672
27146.20833	-0.777146	0.777146	-0.666381	0.048	0.05208	0.05632	0.24	0.248	0.256
27146.25	-0.809017	0.809017	-0.662968	-0.012	-0.01302	-0.01408	-0.06	-0.062	-0.064
27146.29167	-0.838671	0.838671	-0.65954	-0.054	-0.05859	-0.06336	-0.27	-0.279	-0.288
27146.33333	-0.866025	0.866025	-0.656098	-0.072	-0.07812	-0.08448	-0.36	-0.372	-0.384
27146.375	-0.891007	0.891007	-0.652644	-0.084	-0.09114	-0.09856	-0.42	-0.434	-0.448
27146.41667	-0.913545	0.913545	-0.649174	-0.108	-0.11718	-0.12672	-0.54	-0.558	-0.576
27146.45833	-0.93358	0.93358	-0.645691	-0.084	-0.09114	-0.09856	-0.42	-0.434	-0.448
27146.5	-0.951057	0.951057	-0.642197	-0.096	-0.10416	-0.11264	-0.48	-0.496	-0.512
27146.54167	-0.965926	0.965926	-0.638687	-0.102	-0.11067	-0.11968	-0.51	-0.527	-0.544
27146.58333	-0.978148	0.978148	-0.635165	-0.114	-0.12369	-0.13376	-0.57	-0.589	-0.608
27146.625	-0.987688	0.987688	-0.631629	-0.132	-0.14322	-0.15488	-0.66	-0.682	-0.704
27146.66667	-0.994522	0.994522	-0.628079	-0.126	-0.13671	-0.14784	-0.63	-0.651	-0.672
27146.70833	-0.99863	0.99863	-0.624518	-0.138	-0.14973	-0.16192	-0.69	-0.713	-0.736
27146.75	-1	1	-0.620943	-0.162	-0.17577	-0.19008	-0.81	-0.837	-0.864
27146.79167	-0.99863	0.99863	-0.617354	-0.174	-0.18879	-0.20416	-0.87	-0.899	-0.928
27146.83333	-0.994522	0.994522	-0.613754	-0.174	-0.18879	-0.20416	-0.87	-0.899	-0.928
27146.875	-0.987688	0.987688	-0.61014	-0.186	-0.20181	-0.21824	-0.93	-0.961	-0.992
27146.91667	-0.978148	0.978148	-0.606513	-0.186	-0.20181	-0.21824	-0.93	-0.961	-0.992
27146.95833	-0.965926	0.965926	-0.602875	-0.192	-0.20832	-0.22528	-0.96	-0.992	-1.024
27147	-0.951057	0.951057	-0.599222	-0.192	-0.20832	-0.22528	-0.96	-0.992	-1.024
27147.04167	-0.93358	0.93358	-0.595557	-0.198	-0.21483	-0.23232	-0.99	-1.023	-1.056
27147.08333	-0.913545	0.913545	-0.591882	-0.204	-0.22134	-0.23936	-1.02	-1.054	-1.088
27147.125	-0.891007	0.891007	-0.588192	-0.204	-0.22134	-0.23936	-1.02	-1.054	-1.088
27147.16667	-0.866025	0.866025	-0.58449	-0.234	-0.25389	-0.27456	-1.17	-1.209	-1.248
27147.20833	-0.838671	0.838671	-0.580778	-0.264	-0.28644	-0.30976	-1.32	-1.364	-1.408
27147.25	-0.809017	0.809017	-0.577051	-0.252	-0.27342	-0.29568	-1.26	-1.302	-1.344
27147.29167	-0.777146	0.777146	-0.573313	-0.216	-0.23436	-0.25344	-1.08	-1.116	-1.152
27147.33333	-0.743145	0.743145	-0.569564	-0.168	-0.18228	-0.19712	-0.84	-0.868	-0.896
27147.375	-0.707107	0.707107	-0.565802	-0.114	-0.12369	-0.13376	-0.57	-0.589	-0.608
27147.41667	-0.669131	0.669131	-0.562028	-0.06	-0.0651	-0.0704	-0.3	-0.31	-0.32
27147.45833	-0.62932	0.62932	-0.558244	-0.012	-0.01302	-0.01408	-0.06	-0.062	-0.064
27147.5	-0.587785	0.587785	-0.554447	0.048	0.05208	0.05632	0.24	0.248	0.256
27147.54167	-0.544639	0.544639	-0.550638	0.168	0.18228	0.19712	0.84	0.868	0.896
27147.58333	-0.5	0.5	-0.546819	0.324	0.35154	0.38016	1.62	1.674	1.728
27147.625	-0.45399	0.45399	-0.542987	0.438	0.47523	0.51392	2.19	2.263	2.336
27147.66667	-0.406737	0.406737	-0.539144	0.522	0.56637	0.61248	2.61	2.697	2.784
27147.70833	-0.358368	0.358368	-0.535291	0.552	0.59892	0.64768	2.76	2.852	2.944
27147.75	-0.309017	0.309017	-0.531425	0.528	0.57288	0.61952	2.64	2.728	2.816
27147.79167	-0.258819	0.258819	-0.527548	0.522	0.56637	0.61248	2.61	2.697	2.784
27147.83333	-0.207912	0.207912	-0.523663	0.444	0.48174	0.52096	2.22	2.294	2.368
27147.875	-0.156434	0.156434	-0.519764	0.27	0.29295	0.3168	1.35	1.395	1.44
27147.91667	-0.104528	0.104528	-0.515854	0.198	0.21483	0.23232	0.99	1.023	1.056
27147.95833	-0.052336	0.052336	-0.511936	0.252	0.27342	0.29568	1.26	1.302	1.344
27148	3.92416E-15	6.85644E-15	-0.508005	0.246	0.26691	0.28864	1.23	1.271	1.312
27148.04167	0.052336	-0.052336	-0.504063	0.222	0.24087	0.26048	1.11	1.147	1.184
27148.08333	0.104528	-0.104528	-0.500113	0.234	0.25389	0.27456	1.17	1.209	1.248
27148.125	0.156434	-0.156434	-0.49615	0.216	0.23436	0.25344	1.08	1.116	1.152
27148.16667	0.207912	-0.207912	-0.492177	0.186	0.20181	0.21824	0.93	0.961	0.992
27148.20833	0.258819	-0.258819	-0.488196	0.18	0.1953	0.2112	0.9	0.93	0.96
27148.25	0.309017	-0.309017	-0.484202	0.234	0.25389	0.27456	1.17	1.209	1.248
27148.29167	0.358368	-0.358368	-0.480198	0.336	0.36456	0.39424	1.68	1.736	1.792
27148.33333	0.406737	-0.406737	-0.476187	0.372	0.40362	0.43648	1.86	1.922	1.984
27148.375	0.45399	-0.45399	-0.472163	0.54	0.5859	0.6336	2.7	2.79	2.88
27148.41667	0.5	-0.5	-0.46813	0.576	0.62496	0.67584	2.88	2.976	3.072
27148.45833	0.544639	-0.544639	-0.464088	0.534	0.57939	0.62656	2.67	2.759	2.848
27148.5	0.587785	-0.587785	-0.460036	0.57	0.61845	0.6688	2.85	2.945	3.04
27148.54167	0.62932	-0.62932	-0.455973	0.696	0.75516	0.81664	3.48	3.596	3.712
27148.58333	0.669131	-0.669131	-0.451903	0.714	0.77469	0.83776	3.57	3.689	3.808
27148.625	0.707107	-0.707107	-0.447822	0.654	0.70959	0.76736	3.27	3.379	3.488
27148.66667	0.743145	-0.743145	-0.443731	0.774	0.83979	0.90816	3.87	3.999	4.128
27148.70833	0.777146	-0.777146	-0.439633	0.798	0.86583	0.93632	3.99	4.123	4.256
27148.75	0.809017	-0.809017	-0.435523	0.774	0.83979	0.90816	3.87	3.999	4.128
27148.79167	0.838671	-0.838671	-0.431405	0.678	0.73563	0.79552	3.39	3.503	3.616
27148.83333	0.866025	-0.866025	-0.42728	0.534	0.57939	0.62656	2.67	2.759	2.848
27148.875	0.891007	-0.891007	-0.423143	0.456	0.49476	0.53504	2.28	2.356	2.432
27148.91667	0.913545	-0.913545	-0.419	0.378	0.41013	0.44352	1.89	1.953	2.016
27148.95833	0.93358	-0.93358	-0.414846	0.246	0.26691	0.28864	1.23	1.271	1.312
27149	0.951057	-0.951057	-0.410684	0.246	0.26691	0.28864	1.23	1.271	1.312
27149.04167	0.965926	-0.965926	-0.406515	0.222	0.24087	0.26048	1.11	1.147	1.184
27149.08333	0.978148	-0.978148	-0.402335	0.252	0.27342	0.29568	1.26	1.302	1.344
27149.125	0.987688	-0.987688	-0.398147	0.246	0.26691	0.28864	1.23	1.271	1.312
27149.16667	0.994522	-0.994522	-0.393953	0.204	0.22134	0.23936	1.02	1.054	1.088
27149.20833	0.99863	-0.99863	-0.389748	0.21	0.22785	0.2464	1.05	1.085	1.12
27149.25	1	-1	-0.385536	0.198	0.21483	0.23232	0.99	1.023	1.056
27149.29167	0.99863	-0.99863	-0.381317	0.174	0.18879	0.20416	0.87	0.899	0.928
27149.33333	0.994522	-0.994522	-0.377088	0.18	0.1953	0.2112	0.9	0.93	0.96
27149.375	0.987688	-0.987688	-0.372852	0.198	0.21483	0.23232	0.99	1.023	1.056
27149.41667	0.978148	-0.978148	-0.368609	0.252	0.27342	0.29568	1.26	1.302	1.344
27149.45833	0.965926	-0.965926	-0.364357	0.324	0.35154	0.38016	1.62	1.674	1.728
27149.5	0.951057	-0.951057	-0.360098	0.42	0.4557	0.4928	2.1	2.17	2.24
27149.54167	0.93358	-0.93358	-0.355833	0.51	0.55335	0.5984	2.55	2.635	2.72
27149.58333	0.913545	-0.913545	-0.351558	0.516	0.55986	0.60544	2.58	2.666	2.752
27149.625	0.891007	-0.891007	-0.347276	0.528	0.57288	0.61952	2.64	2.728	2.816
27149.66667	0.866025	-0.866025	-0.342989	0.534	0.57939	0.62656	2.67	2.759	2.848
27149.70833	0.838671	-0.838671	-0.338693	0.51	0.55335	0.5984	2.55	2.635	2.72
27149.75	0.809017	-0.809017	-0.334389	0.444	0.48174	0.52096	2.22	2.294	2.368
27149.79167	0.777146	-0.777146	-0.330081	0.366	0.39711	0.42944	1.83	1.891	1.952
27149.83333	0.743145	-0.743145	-0.325764	0.306	0.33201	0.35904	1.53	1.581	1.632
27149.875	0.707107	-0.707107	-0.321439	0.264	0.28644	0.30976	1.32	1.364	1.408
27149.91667	0.669131	-0.669131	-0.317111	0.246	0.26691	0.28864	1.23	1.271	1.312
27149.95833	0.62932	-0.62932	-0.312773	0.246	0.26691	0.28864	1.23	1.271	1.312
27150	0.587785	-0.587785	-0.308429	0.264	0.28644	0.30976	1.32	1.364	1.408
27150.04167	0.544639	-0.544639	-0.304081	0.264	0.28644	0.30976	1.32	1.364	1.408
27150.08333	0.5	-0.5	-0.299724	0.27	0.29295	0.3168	1.35	1.395	1.44
27150.125	0.45399	-0.45399	-0.295361	0.3	0.3255	0.352	1.5	1.55	1.6
27150.16667	0.406737	-0.406737	-0.290994	0.366	0.39711	0.42944	1.83	1.891	1.952
27150.20833	0.358368	-0.358368	-0.286619	0.33	0.35805	0.3872	1.65	1.705	1.76
27150.25	0.309017	-0.309017	-0.282238	0.33	0.35805	0.3872	1.65	1.705	1.76
27150.29167	0.258819	-0.258819	-0.277853	0.312	0.33852	0.36608	1.56	1.612	1.664
27150.33333	0.207912	-0.207912	-0.27346	0.246	0.26691	0.28864	1.23	1.271	1.312
27150.375	0.156434	-0.156434	-0.269061	0.258	0.27993	0.30272	1.29	1.333	1.376
27150.41667	0.104528	-0.104528	-0.264659	0.312	0.33852	0.36608	1.56	1.612	1.664
27150.45833	0.052336	-0.052336	-0.260249	0.306	0.33201	0.35904	1.53	1.581	1.632
27150.5	6.85644E-15	-1.7637E-14	-0.255834	0.342	0.37107	0.40128	1.71	1.767	1.824
27150.54167	-0.052336	0.052336	-0.251415	0.372	0.40362	0.43648	1.86	1.922	1.984
27150.58333	-0.104528	0.104528	-0.24699	0.348	0.37758	0.40832	1.74	1.798	1.856
27150.625	-0.156434	0.156434	-0.242559	0.288	0.31248	0.33792	1.44	1.488	1.536
27150.66667	-0.207912	0.207912	-0.238125	0.246	0.26691	0.28864	1.23	1.271	1.312
27150.70833	-0.258819	0.258819	-0.233684	0.228	0.24738	0.26752	1.14	1.178	1.216
27150.75	-0.309017	0.309017	-0.229238	0.204	0.22134	0.23936	1.02	1.054	1.088
27150.79167	-0.358368	0.358368	-0.224789	0.174	0.18879	0.20416	0.87	0.899	0.928
27150.83333	-0.406737	0.406737	-0.220334	0.132	0.14322	0.15488	0.66	0.682	0.704
27150.875	-0.45399	0.45399	-0.215874	0.114	0.12369	0.13376	0.57	0.589	0.608
27150.91667	-0.5	0.5	-0.211411	0.096	0.10416	0.11264	0.48	0.496	0.512
27150.95833	-0.544639	0.544639	-0.206943	0.072	0.07812	0.08448	0.36	0.372	0.384
27151	-0.587785	0.587785	-0.202469	0.066	0.07161	0.07744	0.33	0.341	0.352
27151.04167	-0.62932	0.62932	-0.197994	0.048	0.05208	0.05632	0.24	0.248	0.256
27151.08333	-0.669131	0.669131	-0.193512	0.036	0.03906	0.04224	0.18	0.186	0.192
