time	XOutVar(1)	XOutVar(2)	XOutVar(3)	Y(1)	Y(2)	Y(3)	Z(1)	Z(2)	Z(3)
26997.20833	-0.838671	0.838671	0.978086	-0.618	-0.67053	-0.72512	-3.09	-3.193	-3.296
26997.25	-0.809017	0.809017	0.977125	-0.612	-0.66402	-0.71808	-3.06	-3.162	-3.264
26997.29167	-0.777146	0.777146	0.976143	-0.618	-0.67053	-0.72512	-3.09	-3.193	-3.296
26997.33333	-0.743145	0.743145	0.97514	-0.642	-0.69657	-0.75328	-3.21	-3.317	-3.424
26997.375	-0.707107	0.707107	0.974118	-0.726	-0.78771	-0.85184	-3.63	-3.751	-3.872
26997.41667	-0.669131	0.669131	0.973075	-0.726	-0.78771	-0.85184	-3.63	-3.751	-3.872
26997.45833	-0.62932	0.62932	0.972011	-0.708	-0.76818	-0.83072	-3.54	-3.658	-3.776
26997.5	-0.587785	0.587785	0.970928	-0.684	-0.74214	-0.80256	-3.42	-3.534	-3.648
26997.54167	-0.544639	0.544639	0.969824	-0.702	-0.76167	-0.82368	-3.51	-3.627	-3.744
26997.58333	-0.5	0.5	0.9687	-0.714	-0.77469	-0.83776	-3.57	-3.689	-3.808
26997.625	-0.45399	0.45399	0.967555	-0.726	-0.78771	-0.85184	-3.63	-3.751	-3.872
26997.66667	-0.406737	0.406737	0.966391	-0.792	-0.85932	-0.92928	-3.96	-4.092	-4.224
26997.70833	-0.358368	0.358368	0.965206	-0.864	-0.93744	-1.01376	-4.32	-4.464	-4.608
26997.75	-0.309017	0.309017	0.964001	-0.93	-1.00905	-1.0912	-4.65	-4.805	-4.96
26997.79167	-0.258819	0.258819	0.962776	-0.996	-1.08066	-1.16864	-4.98	-5.146	-5.312
26997.83333	-0.207912	0.207912	0.961531	-1.068	-1.15878	-1.25312	-5.34	-5.518	-5.696
26997.875	-0.156434	0.156434	0.960266	-1.116	-1.21086	-1.30944	-5.58	-5.766	-5.952
26997.91667	-0.104528	0.104528	0.958981	-1.164	-1.26294	-1.36576	-5.82	-6.014	-6.208
26997.95833	-0.052336	0.052336	0.957675	-1.152	-1.24992	-1.35168	-5.76	-5.952	-6.144
26998	-2.93906E-15	-4.91198E-16	0.95635	-1.128	-1.22388	-1.32352	-5.64	-5.828	-6.016
26998.04167	0.052336	-0.052336	0.955005	-1.068	-1.15878	-1.25312	-5.34	-5.518	-5.696
26998.08333	0.104528	-0.104528	0.95364	-1.032	-1.11972	-1.21088	-5.16	-5.332	-5.504
26998.125	0.156434	-0.156434	0.952254	-1.038	-1.12623	-1.21792	-5.19	-5.363	-5.536
26998.16667	0.207912	-0.207912	0.95085	-0.996	-1.08066	-1.16864	-4.98	-5.146	-5.312
26998.20833	0.258819	-0.258819	0.949425	-0.918	-0.99603	-1.07712	-4.59	-4.743	-4.896
26998.25	0.309017	-0.309017	0.94798	-0.906	-0.98301	-1.06304	-4.53	-4.681	-4.832
26998.29167	0.358368	-0.358368	0.946516	-0.894	-0.96999	-1.04896	-4.47	-4.619	-4.768
26998.33333	0.406737	-0.406737	0.945031	-0.852	-0.92442	-0.99968	-4.26	-4.402	-4.544
26998.375	0.45399	-0.45399	0.943528	-0.792	-0.85932	-0.92928	-3.96	-4.092	-4.224
26998.41667	0.5	-0.5	0.942004	-0.726	-0.78771	-0.85184	-3.63	-3.751	-3.872
26998.45833	0.544639	-0.544639	0.940461	-0.672	-0.72912	-0.78848	-3.36	-3.472	-3.584
26998.5	0.587785	-0.587785	0.938898	-0.594	-0.64449	-0.69696	-2.97	-3.069	-3.168
26998.54167	0.62932	-0.62932	0.937315	-0.582	-0.63147	-0.68288	-2.91	-3.007	-3.104
26998.58333	0.669131	-0.669131	0.935713	-0.564	-0.61194	-0.66176	-2.82	-2.914	-3.008
26998.625	0.707107	-0.707107	0.934092	-0.534	-0.57939	-0.62656	-2.67	-2.759	-2.848
26998.66667	0.743145	-0.743145	0.93245	-0.528	-0.57288	-0.61952	-2.64	-2.728	-2.816
26998.70833	0.777146	-0.777146	0.93079	-0.534	-0.57939	-0.62656	-2.67	-2.759	-2.848
26998.75	0.809017	-0.809017	0.92911	-0.558	-0.60543	-0.65472	-2.79	-2.883	-2.976
26998.79167	0.838671	-0.838671	0.92741	-0.552	-0.59892	-0.64768	-2.76	-2.852	-2.944
26998.83333	0.866025	-0.866025	0.925691	-0.534	-0.57939	-0.62656	-2.67	-2.759	-2.848
26998.875	0.891007	-0.891007	0.923954	-0.48	-0.5208	-0.5632	-2.4	-2.48	-2.56
26998.91667	0.913545	-0.913545	0.922196	-0.42	-0.4557	-0.4928	-2.1	-2.17	-2.24
26998.95833	0.93358	-0.93358	0.92042	-0.378	-0.41013	-0.44352	-1.89	-1.953	-2.016
26999	0.951057	-0.951057	0.918624	-0.36	-0.3906	-0.4224	-1.8	-1.86	-1.92
26999.04167	0.965926	-0.965926	0.916808	-0.372	-0.40362	-0.43648	-1.86	-1.922	-1.984
26999.08333	0.978148	-0.978148	0.914974	-0.408	-0.44268	-0.47872	-2.04	-2.108	-2.176
26999.125	0.987688	-0.987688	0.913121	-0.492	-0.53382	-0.57728	-2.46	-2.542	-2.624
26999.16667	0.994522	-0.994522	0.911249	-0.552	-0.59892	-0.64768	-2.76	-2.852	-2.944
26999.20833	0.99863	-0.99863	0.909357	-0.594	-0.64449	-0.69696	-2.97	-3.069	-3.168
26999.25	1	-1	0.907447	-0.564	-0.61194	-0.66176	-2.82	-2.914	-3.008
26999.29167	0.99863	-0.99863	0.905517	-0.564	-0.61194	-0.66176	-2.82	-2.914	-3.008
26999.33333	0.994522	-0.994522	0.903569	-0.582	-0.63147	-0.68288	-2.91	-3.007	-3.104
26999.375	0.987688	-0.987688	0.901602	-0.588	-0.63798	-0.68992	-2.94	-3.038	-3.136
26999.41667	0.978148	-0.978148	0.899616	-0.57	-0.61845	-0.6688	-2.85	-2.945	-3.04
26999.45833	0.965926	-0.965926	0.897612	-0.498	-0.54033	-0.58432	-2.49	-2.573	-2.656
26999.5	0.951057	-0.951057	0.895588	-0.45	-0.48825	-0.528	-2.25	-2.325	-2.4
26999.54167	0.93358	-0.93358	0.893546	-0.432	-0.46872	-0.50688	-2.16	-2.232	-2.304
26999.58333	0.913545	-0.913545	0.891485	-0.432	-0.46872	-0.50688	-2.16	-2.232	-2.304
26999.625	0.891007	-0.891007	0.889406	-0.432	-0.46872	-0.50688	-2.16	-2.232	-2.304
26999.66667	0.866025	-0.866025	0.887308	-0.456	-0.49476	-0.53504	-2.28	-2.356	-2.432
26999.70833	0.838671	-0.838671	0.885191	-0.474	-0.51429	-0.55616	-2.37	-2.449	-2.528
26999.75	0.809017	-0.809017	0.883056	-0.492	-0.53382	-0.57728	-2.46	-2.542	-2.624
26999.79167	0.777146	-0.777146	0.880903	-0.486	-0.52731	-0.57024	-2.43	-2.511	-2.592
26999.83333	0.743145	-0.743145	0.878731	-0.48	-0.5208	-0.5632	-2.4	-2.48	-2.56
26999.875	0.707107	-0.707107	0.876541	-0.498	-0.54033	-0.58432	-2.49	-2.573	-2.656
26999.91667	0.669131	-0.669131	0.874333	-0.522	-0.56637	-0.61248	-2.61	-2.697	-2.784
26999.95833	0.62932	-0.62932	0.872106	-0.552	-0.59892	-0.64768	-2.76	-2.852	-2.944
27000	0.587785	-0.587785	0.869861	-0.546	-0.59241	-0.64064	-2.73	-2.821	-2.912
27000.04167	0.544639	-0.544639	0.867598	-0.522	-0.56637	-0.61248	-2.61	-2.697	-2.784
27000.08333	0.5	-0.5	0.865317	-0.51	-0.55335	-0.5984	-2.55	-2.635	-2.72
27000.125	0.45399	-0.45399	0.863018	-0.504	-0.54684	-0.59136	-2.52	-2.604	-2.688
27000.16667	0.406737	-0.406737	0.8607	-0.498	-0.54033	-0.58432	-2.49	-2.573	-2.656
27000.20833	0.358368	-0.358368	0.858365	-0.498	-0.54033	-0.58432	-2.49	-2.573	-2.656
27000.25	0.309017	-0.309017	0.856012	-0.504	-0.54684	-0.59136	-2.52	-2.604	-2.688
27000.29167	0.258819	-0.258819	0.853641	-0.516	-0.55986	-0.60544	-2.58	-2.666	-2.752
27000.33333	0.207912	-0.207912	0.851252	-0.534	-0.57939	-0.62656	-2.67	-2.759	-2.848
27000.375	0.156434	-0.156434	0.848845	-0.552	-0.59892	-0.64768	-2.76	-2.852	-2.944
27000.41667	0.104528	-0.104528	0.846421	-0.558	-0.60543	-0.65472	-2.79	-2.883	-2.976
27000.45833	0.052336	-0.052336	0.843979	-0.582	-0.63147	-0.68288	-2.91	-3.007	-3.104
27000.5	-4.91198E-16	3.92145E-15	0.841519	-0.588	-0.63798	-0.68992	-2.94	-3.038	-3.136
27000.54167	-0.052336	0.052336	0.839042	-0.576	-0.62496	-0.67584	-2.88	-2.976	-3.072
27000.58333	-0.104528	0.104528	0.836547	-0.582	-0.63147	-0.68288	-2.91	-3.007	-3.104
27000.625	-0.156434	0.156434	0.834035	-0.588	-0.63798	-0.68992	-2.94	-3.038	-3.136
27000.66667	-0.207912	0.207912	0.831505	-0.66	-0.7161	-0.7744	-3.3	-3.41	-3.52
27000.70833	-0.258819	0.258819	0.828959	-0.762	-0.82677	-0.89408	-3.81	-3.937	-4.064
27000.75	-0.309017	0.309017	0.826394	-0.822	-0.89187	-0.96448	-4.11	-4.247	-4.384
27000.79167	-0.358368	0.358368	0.823813	-0.852	-0.92442	-0.99968	-4.26	-4.402	-4.544
27000.83333	-0.406737	0.406737	0.821214	-0.822	-0.89187	-0.96448	-4.11	-4.247	-4.384
27000.875	-0.45399	0.45399	0.818598	-0.87	-0.94395	-1.0208	-4.35	-4.495	-4.64
27000.91667	-0.5	0.5	0.815965	-0.882	-0.95697	-1.03488	-4.41	-4.557	-4.704
27000.95833	-0.544639	0.544639	0.813315	-0.852	-0.92442	-0.99968	-4.26	-4.402	-4.544
27001	-0.587785	0.587785	0.810648	-0.834	-0.90489	-0.97856	-4.17	-4.309	-4.448
27001.04167	-0.62932	0.62932	0.807964	-0.894	-0.96999	-1.04896	-4.47	-4.619	-4.768
27001.08333	-0.669131	0.669131	0.805264	-0.966	-1.04811	-1.13344	-4.83	-4.991	-5.152
27001.125	-0.707107	0.707107	0.802546	-1.032	-1.11972	-1.21088	-5.16	-5.332	-5.504
27001.16667	-0.743145	0.743145	0.799811	-1.014	-1.10019	-1.18976	-5.07	-5.239	-5.408
27001.20833	-0.777146	0.777146	0.79706	-0.966	-1.04811	-1.13344	-4.83	-4.991	-5.152
27001.25	-0.809017	0.809017	0.794293	-0.954	-1.03509	-1.11936	-4.77	-4.929	-5.088
27001.29167	-0.838671	0.838671	0.791509	-0.942	-1.02207	-1.10528	-4.71	-4.867	-5.024
27001.33333	-0.866025	0.866025	0.788708	-0.894	-0.96999	-1.04896	-4.47	-4.619	-4.768
27001.375	-0.891007	0.891007	0.78589	-0.846	-0.91791	-0.99264	-4.23	-4.371	-4.512
27001.41667	-0.913545	0.913545	0.783057	-0.798	-0.86583	-0.93632	-3.99	-4.123	-4.256
27001.45833	-0.93358	0.93358	0.780207	-0.804	-0.87234	-0.94336	-4.02	-4.154	-4.288
27001.5	-0.951057	0.951057	0.77734	-0.822	-0.89187	-0.96448	-4.11	-4.247	-4.384
27001.54167	-0.965926	0.965926	0.774458	-0.828	-0.89838	-0.97152	-4.14	-4.278	-4.416
27001.58333	-0.978148	0.978148	0.771559	-0.828	-0.89838	-0.97152	-4.14	-4.278	-4.416
27001.625	-0.987688	0.987688	0.768644	-0.822	-0.89187	-0.96448	-4.11	-4.247	-4.384
27001.66667	-0.994522	0.994522	0.765714	-0.81	-0.87885	-0.9504	-4.05	-4.185	-4.32
27001.70833	-0.99863	0.99863	0.762767	-0.798	-0.86583	-0.93632	-3.99	-4.123	-4.256
27001.75	-1	1	0.759804	-0.78	-0.8463	-0.9152	-3.9	-4.03	-4.16
27001.79167	-0.99863	0.99863	0.756825	-0.774	-0.83979	-0.90816	-3.87	-3.999	-4.128
27001.83333	-0.994522	0.994522	0.753831	-0.762	-0.82677	-0.89408	-3.81	-3.937	-4.064
27001.875	-0.987688	0.987688	0.750821	-0.768	-0.83328	-0.90112	-3.84	-3.968	-4.096
27001.91667	-0.978148	0.978148	0.747795	-0.78	-0.8463	-0.9152	-3.9	-4.03	-4.16
27001.95833	-0.965926	0.965926	0.744753	-0.78	-0.8463	-0.9152	-3.9	-4.03	-4.16
27002	-0.951057	0.951057	0.741696	-0.822	-0.89187	-0.96448	-4.11	-4.247	-4.384
27002.04167	-0.93358	0.93358	0.738624	-0.858	-0.93093	-1.00672	-4.29	-4.433	-4.576
27002.08333	-0.913545	0.913545	0.735536	-0.864	-0.93744	-1.01376	-4.32	-4.464	-4.608
27002.125	-0.891007	0.891007	0.732433	-0.852	-0.92442	-0.99968	-4.26	-4.402	-4.544
27002.16667	-0.866025	0.866025	0.729314	-0.846	-0.91791	-0.99264	-4.23	-4.371	-4.512
27002.20833	-0.838671	0.838671	0.72618	-0.858	-0.93093	-1.00672	-4.29	-4.433	-4.576
27002.25	-0.809017	0.809017	0.723031	-0.876	-0.95046	-1.02784	-4.38	-4.526	-4.672
27002.29167	-0.777146	0.777146	0.719867	-0.882	-0.95697	-1.03488	-4.41	-4.557	-4.704
27002.33333	-0.743145	0.743145	0.716688	-0.876	-0.95046	-1.02784	-4.38	-4.526	-4.672
27002.375	-0.707107	0.707107	0.713494	-0.888	-0.96348	-1.04192	-4.44	-4.588	-4.736
27002.41667	-0.669131	0.669131	0.710285	-0.888	-0.96348	-1.04192	-4.44	-4.588	-4.736
27002.45833	-0.62932	0.62932	0.707062	-0.882	-0.95697	-1.03488	-4.41	-4.557	-4.704
27002.5	-0.587785	0.587785	0.703823	-0.882	-0.95697	-1.03488	-4.41	-4.557	-4.704
27002.54167	-0.544639	0.544639	0.70057	-0.906	-0.98301	-1.06304	-4.53	-4.681	-4.832
27002.58333	-0.5	0.5	0.697302	-0.906	-0.98301	-1.06304	-4.53	-4.681	-4.832
27002.625	-0.45399	0.45399	0.694019	-0.906	-0.98301	-1.06304	-4.53	-4.681	-4.832
27002.66667	-0.406737	0.406737	0.690722	-0.936	-1.01556	-1.09824	-4.68	-4.836	-4.992
27002.70833	-0.358368	0.358368	0.687411	-0.954	-1.03509	-1.11936	-4.77	-4.929	-5.088
27002.75	-0.309017	0.309017	0.684085	-0.978	-1.06113	-1.14752	-4.89	-5.053	-5.216
27002.79167	-0.258819	0.258819	0.680745	-0.978	-1.06113	-1.14752	-4.89	-5.053	-5.216
27002.83333	-0.207912	0.207912	0.677391	-1.014	-1.10019	-1.18976	-5.07	-5.239	-5.408
27002.875	-0.156434	0.156434	0.674023	-1.086	-1.17831	-1.27424	-5.43	-5.611	-5.792
27002.91667	-0.104528	0.104528	0.67064	-1.134	-1.23039	-1.33056	-5.67	-5.859	-6.048
27002.95833	-0.052336	0.052336	0.667244	-1.194	-1.29549	-1.40096	-5.97	-6.169	-6.368
27003	3.92145E-15	6.85915E-15	0.663834	-1.188	-1.28898	-1.39392	-5.94	-6.138	-6.336
27003.04167	0.052336	-0.052336	0.66041	-1.194	-1.29549	-1.40096	-5.97	-6.169	-6.368
27003.08333	0.104528	-0.104528	0.656972	-1.158	-1.25643	-1.35872	-5.79	-5.983	-6.176
27003.125	0.156434	-0.156434	0.65352	-1.134	-1.23039	-1.33056	-5.67	-5.859	-6.048
27003.16667	0.207912	-0.207912	0.650055	-1.224	-1.32804	-1.43616	-6.12	-6.324	-6.528
27003.20833	0.258819	-0.258819	0.646576	-1.248	-1.35408	-1.46432	-6.24	-6.448	-6.656
27003.25	0.309017	-0.309017	0.643083	-1.194	-1.29549	-1.40096	-5.97	-6.169	-6.368
27003.29167	0.358368	-0.358368	0.639578	-1.212	-1.31502	-1.42208	-6.06	-6.262	-6.464
27003.33333	0.406737	-0.406737	0.636059	-1.242	-1.34757	-1.45728	-6.21	-6.417	-6.624
27003.375	0.45399	-0.45399	0.632526	-1.182	-1.28247	-1.38688	-5.91	-6.107	-6.304
27003.41667	0.5	-0.5	0.628981	-1.134	-1.23039	-1.33056	-5.67	-5.859	-6.048
27003.45833	0.544639	-0.544639	0.625422	-1.086	-1.17831	-1.27424	-5.43	-5.611	-5.792
27003.5	0.587785	-0.587785	0.62185	-1.074	-1.16529	-1.26016	-5.37	-5.549	-5.728
27003.54167	0.62932	-0.62932	0.618265	-0.984	-1.06764	-1.15456	-4.92	-5.084	-5.248
27003.58333	0.669131	-0.669131	0.614667	-1.014	-1.10019	-1.18976	-5.07	-5.239	-5.408
27003.625	0.707107	-0.707107	0.611057	-1.008	-1.09368	-1.18272	-5.04	-5.208	-5.376
27003.66667	0.743145	-0.743145	0.607433	-1.056	-1.14576	-1.23904	-5.28	-5.456	-5.632
27003.70833	0.777146	-0.777146	0.603797	-1.152	-1.24992	-1.35168	-5.76	-5.952	-6.144
27003.75	0.809017	-0.809017	0.600149	-1.176	-1.27596	-1.37984	-5.88	-6.076	-6.272
27003.79167	0.838671	-0.838671	0.596487	-1.164	-1.26294	-1.36576	-5.82	-6.014	-6.208
27003.83333	0.866025	-0.866025	0.592814	-1.008	-1.09368	-1.18272	-5.04	-5.208	-5.376
27003.875	0.891007	-0.891007	0.589128	-0.984	-1.06764	-1.15456	-4.92	-5.084	-5.248
27003.91667	0.913545	-0.913545	0.58543	-0.798	-0.86583	-0.93632	-3.99	-4.123	-4.256
27003.95833	0.93358	-0.93358	0.581719	-0.684	-0.74214	-0.80256	-3.42	-3.534	-3.648
27004	0.951057	-0.951057	0.577997	-0.708	-0.76818	-0.83072	-3.54	-3.658	-3.776
27004.04167	0.965926	-0.965926	0.574262	-0.708	-0.76818	-0.83072	-3.54	-3.658	-3.776
27004.08333	0.978148	-0.978148	0.570515	-0.714	-0.77469	-0.83776	-3.57	-3.689	-3.808
27004.125	0.987688	-0.987688	0.566756	-0.696	-0.75516	-0.81664	-3.48	-3.596	-3.712
27004.16667	0.994522	-0.994522	0.562986	-0.744	-0.80724	-0.87296	-3.72	-3.844	-3.968
27004.20833	0.99863	-0.99863	0.559204	-0.768	-0.83328	-0.90112	-3.84	-3.968	-4.096
27004.25	1	-1	0.55541	-0.72	-0.7812	-0.8448	-3.6	-3.72	-3.84
27004.29167	0.99863	-0.99863	0.551604	-0.582	-0.63147	-0.68288	-2.91	-3.007	-3.104
27004.33333	0.994522	-0.994522	0.547788	-0.534	-0.57939	-0.62656	-2.67	-2.759	-2.848
27004.375	0.987688	-0.987688	0.543959	-0.498	-0.54033	-0.58432	-2.49	-2.573	-2.656
27004.41667	0.978148	-0.978148	0.540119	-0.486	-0.52731	-0.57024	-2.43	-2.511	-2.592
27004.45833	0.965926	-0.965926	0.536268	-0.48	-0.5208	-0.5632	-2.4	-2.48	-2.56
27004.5	0.951057	-0.951057	0.532406	-0.324	-0.35154	-0.38016	-1.62	-1.674	-1.728
27004.54167	0.93358	-0.93358	0.528532	-0.216	-0.23436	-0.25344	-1.08	-1.116	-1.152
27004.58333	0.913545	-0.913545	0.524648	-0.168	-0.18228	-0.19712	-0.84	-0.868	-0.896
27004.625	0.891007	-0.891007	0.520753	-0.138	-0.14973	-0.16192	-0.69	-0.713	-0.736
27004.66667	0.866025	-0.866025	0.516846	-0.126	-0.13671	-0.14784	-0.63	-0.651	-0.672
27004.70833	0.838671	-0.838671	0.512929	-0.174	-0.18879	-0.20416	-0.87	-0.899	-0.928
27004.75	0.809017	-0.809017	0.509002	-0.252	-0.27342	-0.29568	-1.26	-1.302	-1.344
27004.79167	0.777146	-0.777146	0.505064	-0.27	-0.29295	-0.3168	-1.35	-1.395	-1.44
27004.83333	0.743145	-0.743145	0.501114	-0.3	-0.3255	-0.352	-1.5	-1.55	-1.6
27004.875	0.707107	-0.707107	0.497155	-0.288	-0.31248	-0.33792	-1.44	-1.488	-1.536
27004.91667	0.669131	-0.669131	0.493185	-0.216	-0.23436	-0.25344	-1.08	-1.116	-1.152
27004.95833	0.62932	-0.62932	0.489205	-0.234	-0.25389	-0.27456	-1.17	-1.209	-1.248
27005	0.587785	-0.587785	0.485215	-0.27	-0.29295	-0.3168	-1.35	-1.395	-1.44
27005.04167	0.544639	-0.544639	0.481215	-0.252	-0.27342	-0.29568	-1.26	-1.302	-1.344
27005.08333	0.5	-0.5	0.477204	-0.264	-0.28644	-0.30976	-1.32	-1.364	-1.408
27005.125	0.45399	-0.45399	0.473184	-0.366	-0.39711	-0.42944	-1.83	-1.891	-1.952
27005.16667	0.406737	-0.406737	0.469154	-0.504	-0.54684	-0.59136	-2.52	-2.604	-2.688
27005.20833	0.358368	-0.358368	0.465113	-0.528	-0.57288	-0.61952	-2.64	-2.728	-2.816
27005.25	0.309017	-0.309017	0.461063	-0.408	-0.44268	-0.47872	-2.04	-2.108	-2.176
27005.29167	0.258819	-0.258819	0.457004	-0.438	-0.47523	-0.51392	-2.19	-2.263	-2.336
27005.33333	0.207912	-0.207912	0.452935	-0.462	-0.50127	-0.54208	-2.31	-2.387	-2.464
27005.375	0.156434	-0.156434	0.448857	-0.396	-0.42966	-0.46464	-1.98	-2.046	-2.112
27005.41667	0.104528	-0.104528	0.444769	-0.444	-0.48174	-0.52096	-2.22	-2.294	-2.368
27005.45833	0.052336	-0.052336	0.440672	-0.546	-0.59241	-0.64064	-2.73	-2.821	-2.912
27005.5	6.85915E-15	-3.4289E-15	0.436566	-0.486	-0.52731	-0.57024	-2.43	-2.511	-2.592
27005.54167	-0.052336	0.052336	0.43245	-0.432	-0.46872	-0.50688	-2.16	-2.232	-2.304
27005.58333	-0.104528	0.104528	0.428326	-0.366	-0.39711	-0.42944	-1.83	-1.891	-1.952
27005.625	-0.156434	0.156434	0.424193	-0.162	-0.17577	-0.19008	-0.81	-0.837	-0.864
27005.66667	-0.207912	0.207912	0.42005	-0.024	-0.02604	-0.02816	-0.12	-0.124	-0.128
27005.70833	-0.258819	0.258819	0.415899	0.036	0.03906	0.04224	0.18	0.186	0.192
27005.75	-0.309017	0.309017	0.41174	0.084	0.09114	0.09856	0.42	0.434	0.448
27005.79167	-0.358368	0.358368	0.407571	0.12	0.1302	0.1408	0.6	0.62	0.64
27005.83333	-0.406737	0.406737	0.403395	0.126	0.13671	0.14784	0.63	0.651	0.672
27005.875	-0.45399	0.45399	0.39921	0.114	0.12369	0.13376	0.57	0.589	0.608
27005.91667	-0.5	0.5	0.395016	0.114	0.12369	0.13376	0.57	0.589	0.608
27005.95833	-0.544639	0.544639	0.390814	0.072	0.07812	0.08448	0.36	0.372	0.384
27006	-0.587785	0.587785	0.386604	-0.126	-0.13671	-0.14784	-0.63	-0.651	-0.672
27006.04167	-0.62932	0.62932	0.382386	-0.324	-0.35154	-0.38016	-1.62	-1.674	-1.728
27006.08333	-0.669131	0.669131	0.378161	-0.342	-0.37107	-0.40128	-1.71	-1.767	-1.824
27006.125	-0.707107	0.707107	0.373926	-0.366	-0.39711	-0.42944	-1.83	-1.891	-1.952
27006.16667	-0.743145	0.743145	0.369685	-0.378	-0.41013	-0.44352	-1.89	-1.953	-2.016
27006.20833	-0.777146	0.777146	0.365436	-0.336	-0.36456	-0.39424	-1.68	-1.736	-1.792
27006.25	-0.809017	0.809017	0.361178	-0.288	-0.31248	-0.33792	-1.44	-1.488	-1.536
27006.29167	-0.838671	0.838671	0.356914	-0.354	-0.38409	-0.41536	-1.77	-1.829	-1.888
27006.33333	-0.866025	0.866025	0.352642	-0.396	-0.42966	-0.46464	-1.98	-2.046	-2.112
27006.375	-0.891007	0.891007	0.348362	-0.42	-0.4557	-0.4928	-2.1	-2.17	-2.24
27006.41667	-0.913545	0.913545	0.344075	-0.444	-0.48174	-0.52096	-2.22	-2.294	-2.368
27006.45833	-0.93358	0.93358	0.339782	-0.552	-0.59892	-0.64768	-2.76	-2.852	-2.944
27006.5	-0.951057	0.951057	0.335481	-0.612	-0.66402	-0.71808	-3.06	-3.162	-3.264
27006.54167	-0.965926	0.965926	0.331173	-0.762	-0.82677	-0.89408	-3.81	-3.937	-4.064
27006.58333	-0.978148	0.978148	0.326858	-0.708	-0.76818	-0.83072	-3.54	-3.658	-3.776
27006.625	-0.987688	0.987688	0.322536	-0.57	-0.61845	-0.6688	-2.85	-2.945	-3.04
27006.66667	-0.994522	0.994522	0.318208	-0.564	-0.61194	-0.66176	-2.82	-2.914	-3.008
27006.70833	-0.99863	0.99863	0.313873	-0.552	-0.59892	-0.64768	-2.76	-2.852	-2.944
27006.75	-1	1	0.309531	-0.546	-0.59241	-0.64064	-2.73	-2.821	-2.912
27006.79167	-0.99863	0.99863	0.305183	-0.54	-0.5859	-0.6336	-2.7	-2.79	-2.88
27006.83333	-0.994522	0.994522	0.300829	-0.528	-0.57288	-0.61952	-2.64	-2.728	-2.816
27006.875	-0.987688	0.987688	0.296468	-0.522	-0.56637	-0.61248	-2.61	-2.697	-2.784
27006.91667	-0.978148	0.978148	0.292101	-0.516	-0.55986	-0.60544	-2.58	-2.666	-2.752
27006.95833	-0.965926	0.965926	0.287728	-0.504	-0.54684	-0.59136	-2.52	-2.604	-2.688
27007	-0.951057	0.951057	0.283349	-0.498	-0.54033	-0.58432	-2.49	-2.573	-2.656
27007.04167	-0.93358	0.93358	0.278964	-0.492	-0.53382	-0.57728	-2.46	-2.542	-2.624
27007.08333	-0.913545	0.913545	0.274573	-0.48	-0.5208	-0.5632	-2.4	-2.48	-2.56
27007.125	-0.891007	0.891007	0.270177	-0.474	-0.51429	-0.55616	-2.37	-2.449	-2.528
27007.16667	-0.866025	0.866025	0.265775	-0.468	-0.50778	-0.54912	-2.34	-2.418	-2.496
27007.20833	-0.838671	0.838671	0.261367	-0.456	-0.49476	-0.53504	-2.28	-2.356	-2.432
27007.25	-0.809017	0.809017	0.256954	-0.45	-0.48825	-0.528	-2.25	-2.325	-2.4
27007.29167	-0.777146	0.777146	0.252535	-0.444	-0.48174	-0.52096	-2.22	-2.294	-2.368
27007.33333	-0.743145	0.743145	0.248111	-0.432	-0.46872	-0.50688	-2.16	-2.232	-2.304
27007.375	-0.707107	0.707107	0.243683	-0.426	-0.46221	-0.49984	-2.13	-2.201	-2.272
27007.41667	-0.669131	0.669131	0.239249	-0.42	-0.4557	-0.4928	-2.1	-2.17	-2.24
27007.45833	-0.62932	0.62932	0.234809	-0.408	-0.44268	-0.47872	-2.04	-2.108	-2.176
27007.5	-0.587785	0.587785	0.230366	-0.402	-0.43617	-0.47168	-2.01	-2.077	-2.144
27007.54167	-0.544639	0.544639	0.225917	-0.378	-0.41013	-0.44352	-1.89	-1.953	-2.016
27007.58333	-0.5	0.5	0.221463	-0.372	-0.40362	-0.43648	-1.86	-1.922	-1.984
27007.625	-0.45399	0.45399	0.217005	-0.42	-0.4557	-0.4928	-2.1	-2.17	-2.24
27007.66667	-0.406737	0.406737	0.212543	-0.564	-0.61194	-0.66176	-2.82	-2.914	-3.008
27007.70833	-0.358368	0.358368	0.208076	-0.696	-0.75516	-0.81664	-3.48	-3.596	-3.712
27007.75	-0.309017	0.309017	0.203604	-0.72	-0.7812	-0.8448	-3.6	-3.72	-3.84
27007.79167	-0.258819	0.258819	0.199128	-0.588	-0.63798	-0.68992	-2.94	-3.038	-3.136
27007.83333	-0.207912	0.207912	0.194649	-0.576	-0.62496	-0.67584	-2.88	-2.976	-3.072
27007.875	-0.156434	0.156434	0.190165	-0.51	-0.55335	-0.5984	-2.55	-2.635	-2.72
27007.91667	-0.104528	0.104528	0.185677	-0.438	-0.47523	-0.51392	-2.19	-2.263	-2.336
27007.95833	-0.052336	0.052336	0.181185	-0.408	-0.44268	-0.47872	-2.04	-2.108	-2.176
27008	-3.4289E-15	-1.35525E-18	0.17669	-0.432	-0.46872	-0.50688	-2.16	-2.232	-2.304
27008.04167	0.052336	-0.052336	0.17219	-0.39	-0.42315	-0.4576	-1.95	-2.015	-2.08
